sample_id,joint_name,position
4,zarm_r3_joint,-0.0052197520593971402
4,zarm_r4_joint,-0.01182573074400156
4,zarm_r5_joint,-0.00064379871839052351
4,zarm_r6_joint,0.0083630143493482467
4,zarm_r7_joint,0.00041447628954700052
4,waist_yaw_joint,-0.0029087531186408537
4,zhead_1_joint,0.16019983056988546
4,zhead_2_joint,-0.30782838310280403
4,zarm_l1_joint,0.0010253844688912024
4,zarm_l2_joint,0.001128844459832434
4,zarm_l3_joint,0.016284376085450091
4,zarm_l4_joint,-0.016784298085448041
4,zarm_l5_joint,0.0002614852905492556
4,zarm_l6_joint,-0.0018749774391297563
4,zarm_l7_joint,3.1009430372543329e-05
5,zarm_r1_joint,0.0022009289675664597
5,zarm_r2_joint,0.0011589447390464331
5,zarm_r3_joint,-0.0056019846032567232
5,zarm_r4_joint,-0.011825868390428412
5,zarm_r5_joint,-0.00064410617787787657
5,zarm_r6_joint,0.0083628547807904491
5,zarm_r7_joint,0.00041280722323849936
5,waist_yaw_joint,-0.0028953307867521229
5,zhead_1_joint,0.17202626126811366
5,zhead_2_joint,-0.052239588604161072
5,zarm_l1_joint,0.00099160146857220268
5,zarm_l2_joint,0.0011292350608392431
5,zarm_l3_joint,0.016283957902385765
5,zarm_l4_joint,-0.016785331572916985
5,zarm_l5_joint,0.00026338840724352583
5,zarm_l6_joint,-0.0018755642180682719
5,zarm_l7_joint,3.1919280433326711e-05
6,zarm_r1_joint,0.0021806459978955602
6,zarm_r2_joint,0.0015385060930704904
6,zarm_r3_joint,-0.0052480197194066736
6,zarm_r4_joint,-0.011825346257286668
6,zarm_r5_joint,-0.00064412519492757674
6,zarm_r6_joint,0.0083627048991124359
6,zarm_r7_joint,0.00041556464475488018
6,waist_yaw_joint,-0.0033727682278792506
6,zhead_1_joint,-0.2041075724391338
6,zhead_2_joint,-0.05223955200149679
6,zarm_l1_joint,0.0010594054789378941
6,zarm_l2_joint,0.001128649549499725
6,zarm_l3_joint,0.016283135689188731
6,zarm_l4_joint,-0.016784095839581528
6,zarm_l5_joint,0.00026047846116574407
6,zarm_l6_joint,-0.0018740161769425184
6,zarm_l7_joint,3.285149958050829e-05
7,zarm_r1_joint,0.002158090054162095
7,zarm_r2_joint,0.0015403795573061365
7,zarm_r3_joint,-0.0052214510728216604
7,zarm_r4_joint,-0.011825328459375114
7,zarm_r5_joint,-0.00064230909234908777
7,zarm_r6_joint,0.0083627947257150781
7,zarm_r7_joint,0.00041647179566587983
7,waist_yaw_joint,-0.0032730735557665014
7,zhead_1_joint,-0.19113760409738673
7,zhead_2_joint,-0.14531776938595881
7,zarm_l1_joint,0.001064101200544064
7,zarm_l2_joint,0.0011288482923703879
7,zarm_l3_joint,0.016284157444049673
7,zarm_l4_joint,-0.016783657110790526
7,zarm_l5_joint,0.00026074836167060193
7,zarm_l6_joint,-0.0018764986066495766
7,zarm_l7_joint,3.0881795750153804e-05
8,zarm_r1_joint,0.0021482710932798623
8,zarm_r2_joint,0.0015397722636691291
8,zarm_r3_joint,-0.0056014781367425088
8,zarm_r4_joint,-0.011825090313049945
8,zarm_r5_joint,-0.00064313536844739529
8,zarm_r6_joint,0.0083621655734216881
8,zarm_r7_joint,0.00041610854671476438
8,waist_yaw_joint,-0.003194445787344305
